FID,SRC_AGENCY,LATITUDE,LONGITUDE,YEAR,MONTH,DAY,REP_DATE,SIZE_HA,CAUSE,FIRE_TYPE,RESPONSE
0,BC,51.8196999999999,-122.0729,2023,9,27,2023-09-27,0.01,H,Fire,FUL
1,BC,54.5692,-128.461099999999,2023,6,2,2023-06-02,1.4,H,Fire,FUL
2,BC,50.1165999999999,-119.273799999999,2023,6,27,2023-06-27,0.009,H,Fire,FUL
3,BC,54.2269999999999,-125.6543,2023,4,28,2023-04-28,1.1,H,Fire,FUL
4,BC,49.5187,-119.5348,2023,4,17,2023-04-17,0.009,H,Fire,FUL
5,BC,52.2471,-122.0648,2023,4,29,2023-04-29,1.0,H,Fire,FUL
6,BC,49.4189999999999,-117.6083,2023,5,3,2023-05-03,3.5,H,Fire,FUL
7,BC,54.0927,-125.9594,2023,6,4,2023-06-04,0.2,H,Fire,FUL
8,BC,49.7995,-123.102,2023,4,29,2023-04-29,0.04,H,Fire,FUL
9,BC,54.9928,-125.913,2023,6,27,2023-06-27,0.1,H,Fire,FUL
10,BC,51.4915,-117.2662,2023,8,15,2023-08-15,0.5,H,Fire,FUL
11,BC,54.6377,-125.7244,2023,8,31,2023-08-31,1.67,H,Fire,FUL
12,BC,54.5358999999999,-128.550199999999,2023,6,10,2023-06-10,0.1,H,Fire,FUL
13,BC,49.7502,-115.747699999999,2023,8,29,2023-08-29,0.6,H,Fire,FUL
14,BC,49.4769,-124.9121,2023,8,3,2023-08-03,0.009,H,Fire,FUL
15,BC,48.6657,-123.8027,2023,9,19,2023-09-19,0.009,H,Fire,FUL
16,BC,53.9193,-126.746799999999,2023,9,15,2023-09-15,0.35,H,Fire,MON
17,BC,55.1503999999999,-123.2007,2023,9,15,2023-09-15,0.001,H,Fire,MOD
18,BC,54.0741999999999,-125.7135,2023,7,4,2023-07-04,0.009,H,Fire,FUL
19,BC,49.0538,-124.2085,2023,5,16,2023-05-16,0.009,H,Fire,FUL
20,BC,53.9234,-126.752399999999,2023,6,27,2023-06-27,0.1,H,Fire,FUL
21,BC,49.2396999999999,-118.6964,2023,7,28,2023-07-28,0.09,H,Fire,FUL
22,BC,53.8093,-122.492099999999,2023,5,21,2023-05-21,0.009,U,Fire,FUL
23,BC,54.6467999999999,-126.9287,2023,5,8,2023-05-08,0.009,H,Fire,MON
24,BC,50.2894,-126.926599999999,2023,6,14,2023-06-14,7.9,H,Fire,FUL
25,BC,50.5176999999999,-124.5693,2023,9,9,2023-09-09,44.5,H,Fire,MOD
26,BC,50.5600999999999,-124.0584,2023,5,13,2023-05-13,0.1,U,Fire,FUL
27,BC,49.9397999999999,-122.387,2023,9,21,2023-09-21,1.15,H,Fire,FUL
28,BC,51.1999,-119.5736,2023,7,3,2023-07-03,16.3,H,Fire,FUL
29,BC,54.1028999999999,-124.6636,2023,6,8,2023-06-08,0.009,H,Fire,FUL
30,BC,49.4630999999999,-123.6241,2023,9,3,2023-09-03,0.009,H,Fire,FUL
31,BC,49.0313,-115.0795,2023,7,8,2023-07-08,0.1,H,Fire,FUL
32,BC,49.4889999999999,-120.6499,2023,8,6,2023-08-06,15.7799999999999,H,Fire,FUL
33,BC,50.3121999999999,-121.5536,2023,5,12,2023-05-12,0.009,H,Fire,MOD
34,BC,51.9996,-122.1568,2023,4,26,2023-04-26,4.93,H,Fire,FUL
35,BC,49.7931999999999,-126.3342,2023,5,28,2023-05-28,0.009,U,Fire,FUL
36,BC,49.715,-126.571299999999,2023,9,11,2023-09-11,0.009,H,Fire,FUL
37,BC,50.5578,-127.0395,2023,5,27,2023-05-27,0.009,H,Fire,FUL
38,BC,49.8977,-125.3836,2023,5,30,2023-05-30,0.009,H,Fire,FUL
39,BC,49.7627,-126.0378,2023,8,9,2023-08-09,0.009,H,Fire,FUL
40,BC,49.5407999999999,-125.0731,2023,8,12,2023-08-12,0.009,H,Fire,FUL
41,BC,50.7772,-119.7298,2023,4,15,2023-04-15,0.715,H,Fire,FUL
42,BC,48.5715,-123.5297,2023,8,15,2023-08-15,0.2,H,Fire,FUL
43,BC,49.0857,-122.1948,2023,3,28,2023-03-28,0.009,H,Fire, 
44,BC,51.0615999999999,-119.0657,2023,7,22,2023-07-22,0.009,H,Fire,FUL
45,BC,49.4474999999999,-124.7636,2023,7,19,2023-07-19,0.2,H,Fire,FUL
46,BC,52.5822999999999,-122.449,2023,11,21,2023-11-21,0.09,H,Fire,FUL
47,BC,49.3584999999999,-121.4661,2023,8,22,2023-08-22,0.009,H,Fire,MON
48,BC,52.9418,-123.0179,2023,9,9,2023-09-09,0.009,H,Fire,MON
49,BC,49.9249999999999,-118.0188,2023,7,30,2023-07-30,0.009,H,Fire,FUL
50,BC,49.5033,-123.7436,2023,5,3,2023-05-03,0.009,H,Fire,FUL
51,BC,50.6610999999999,-120.54,2023,4,14,2023-04-14,3.13,H,Fire,FUL
52,BC,54.0932999999999,-122.548199999999,2023,5,5,2023-05-05,1.15,H,Fire,FUL
53,BC,52.2939999999999,-125.1182,2023,9,7,2023-09-07,1.0,H,Fire,FUL
54,BC,50.6038,-117.0109,2023,5,3,2023-05-03,13.0,H,Fire,FUL
55,BC,50.4226999999999,-126.4163,2023,11,2,2023-11-02,50.0,H,Fire,MON
56,BC,49.6537,-116.0348,2023,5,2,2023-05-02,3.0,H,Fire,FUL
57,BC,54.1987999999999,-125.807,2023,4,12,2023-04-12,3.0,H,Fire,FUL
58,BC,52.4395999999999,-118.743799999999,2023,1,16,2023-01-16,8.0,H,Fire,FUL
59,BC,56.5133999999999,-129.541799999999,2023,10,9,2023-10-09,0.009,H,Fire,FUL
60,BC,55.5763,-127.7941,2023,4,20,2023-04-20,0.03,H,Fire,FUL
61,BC,54.7973,-126.1347,2023,5,10,2023-05-10,1.1,H,Fire,FUL
62,BC,49.2685999999999,-125.17,2023,4,26,2023-04-26,0.01,H,Fire,FUL
63,BC,49.3138,-117.6768,2023,8,5,2023-08-05,2.0,H,Fire,FUL
64,BC,49.4299,-122.8532,2023,8,6,2023-08-06,0.009,H,Fire,FUL
65,BC,50.1407999999999,-120.8436,2023,3,30,2023-03-30,4.0,H,Fire,FUL
66,BC,50.2909,-121.1611,2023,3,27,2023-03-27,0.2,H,Fire,FUL
67,BC,50.2916,-121.1601,2023,3,26,2023-03-26,1.1,H,Fire,FUL
68,BC,49.0801999999999,-124.0168,2023,7,2,2023-07-02,0.009,H,Fire,FUL
69,BC,50.4714,-119.3572,2023,9,15,2023-09-15,0.009,H,Fire,FUL
70,BC,50.8440999999999,-121.3831,2023,8,8,2023-08-08,0.009,H,Fire,FUL
71,BC,53.9681,-124.706,2023,9,9,2023-09-09,0.009,H,Fire,FUL
72,BC,55.6961999999999,-120.3186,2023,8,17,2023-08-17,0.009,H,Fire,FUL
73,BC,50.7642,-120.7833,2023,8,27,2023-08-27,0.009,H,Fire,FUL
74,BC,54.0007999999999,-123.3124,2023,7,17,2023-07-17,0.054,N,Fire,FUL
75,BC,49.9810999999999,-120.9023,2023,9,15,2023-09-15,0.009,H,Fire,FUL
76,BC,52.8577999999999,-118.631,2023,7,7,2023-07-07,0.009,H,Fire,FUL
77,BC,54.0797,-125.706599999999,2023,5,10,2023-05-10,0.04,H,Fire,FUL
78,BC,51.8736,-121.666,2023,10,7,2023-10-07,0.009,H,Fire,FUL
79,BC,49.8997,-124.4017,2023,5,28,2023-05-28,0.009,H,Fire,FUL
80,BC,49.3695,-124.6129,2023,7,29,2023-07-29,0.2,H,Fire,FUL
81,BC,50.8639999999999,-119.9627,2023,5,11,2023-05-11,0.009,H,Fire,FUL
82,BC,57.2757,-121.703999999999,2023,5,29,2023-05-29,0.04,H,Fire,FUL
83,BC,49.9639999999999,-123.16,2023,7,9,2023-07-09,0.9,H,Fire,FUL
84,BC,49.457,-123.1986,2023,8,4,2023-08-04,0.009,H,Fire,FUL
85,BC,55.661,-128.3373,2023,5,15,2023-05-15,0.009,H,Fire,FUL
86,BC,55.84,-120.3217,2023,6,18,2023-06-18,0.009,H,Fire,FUL
87,BC,49.3943,-121.4582,2023,7,16,2023-07-16,0.3,H,Fire,FUL
88,BC,49.3534999999999,-121.5835,2023,7,14,2023-07-14,0.009,H,Fire,FUL
89,BC,50.6527999999999,-120.0264,2023,8,4,2023-08-04,0.009,H,Fire,FUL
90,BC,50.4607,-125.3576,2023,6,2,2023-06-02,1.25,H,Fire,FUL
91,BC,55.6803999999999,-120.3488,2023,9,15,2023-09-15,0.7,H,Fire,FUL
92,BC,49.0446,-123.880399999999,2023,7,21,2023-07-21,0.009,H,Fire,FUL
93,BC,49.0822999999999,-115.1016,2023,7,10,2023-07-10,0.8,H,Fire,FUL
94,BC,49.3798,-123.2758,2023,9,21,2023-09-21,0.009,H,Fire,FUL
95,BC,49.3014,-119.7091,2023,8,18,2023-08-18,2043.8,H,Fire,FUL
96,BC,50.0255,-119.4995,2023,4,27,2023-04-27,0.009,H,Fire,FUL
97,BC,54.5467,-128.664999999999,2023,8,18,2023-08-18,0.009,H,Fire,FUL
98,BC,49.3554999999999,-122.980999999999,2023,7,12,2023-07-12,0.3,H,Fire,FUL
99,BC,49.0938,-121.945899999999,2023,7,20,2023-07-20,0.2,H,Fire,FUL
100,BC,49.0855999999999,-121.95,2023,9,11,2023-09-11,0.02,H,Fire,FUL
101,BC,50.6777999999999,-120.3501,2023,4,19,2023-04-19,0.9,H,Fire,FUL
102,BC,49.2254999999999,-125.1924,2023,9,21,2023-09-21,0.01,H,Fire,FUL
103,BC,54.5007999999999,-128.511699999999,2023,8,22,2023-08-22,0.1,H,Fire,FUL
104,BC,49.4789999999999,-119.6166,2023,6,2,2023-06-02,0.009,H,Fire,FUL
105,BC,49.5069,-119.5791,2023,6,7,2023-06-07,0.1,H,Fire,FUL
106,BC,54.1914,-125.5591,2023,5,25,2023-05-25,0.009,H,Fire,FUL
107,BC,53.6555,-120.825999999999,2023,5,31,2023-05-31,0.009,H,Fire,FUL
108,BC,55.1223999999999,-125.8335,2023,5,30,2023-05-30,0.5,H,Fire,FUL
109,BC,54.7083999999999,-128.770299999999,2023,6,11,2023-06-11,0.3,H,Fire,FUL
110,BC,50.5824,-127.13,2023,8,18,2023-08-18,0.009,H,Fire,MOD
111,BC,50.6480999999999,-126.9244,2023,9,24,2023-09-24,0.009,N,Fire,MOD
112,BC,54.0313,-124.9389,2023,4,26,2023-04-26,0.009,H,Fire,FUL
113,BC,54.9572999999999,-122.9928,2023,7,21,2023-07-21,0.009,H,Fire,FUL
114,BC,50.9718,-116.436,2023,8,18,2023-08-18,0.009,H,Fire,FUL
115,BC,50.1000999999999,-120.7938,2023,7,29,2023-07-29,0.6,H,Fire,FUL
116,BC,49.9945999999999,-125.2549,2023,6,14,2023-06-14,0.009,H,Fire,FUL
117,BC,49.3798,-122.021,2023,8,27,2023-08-27,28.0,H,Fire,FUL
118,BC,50.3455,-122.534899999999,2023,8,20,2023-08-20,0.009,H,Fire,FUL
119,BC,49.588,-117.244,2023,5,14,2023-05-14,0.03,H,Fire,FUL
120,BC,53.993,-124.7398,2023,9,15,2023-09-15,0.009,H,Fire,FUL
121,BC,49.9949999999999,-125.2542,2023,6,14,2023-06-14,0.01,H,Fire,FUL
122,BC,49.2924999999999,-125.2701,2023,5,28,2023-05-28,0.009,H,Fire,FUL
123,BC,57.6525,-123.3793,2023,9,21,2023-09-21,9.68,H,Fire,FUL
124,BC,50.0901,-120.7443,2023,7,28,2023-07-28,0.009,H,Fire,FUL
125,BC,49.4438999999999,-123.2385,2023,6,4,2023-06-04,0.2,H,Fire,FUL
126,BC,55.2488,-127.670599999999,2023,5,3,2023-05-03,0.009,H,Fire,FUL
127,BC,50.6298,-119.9087,2023,6,26,2023-06-26,0.009,H,Fire,FUL
128,BC,54.6978999999999,-127.0541,2023,4,21,2023-04-21,0.009,H,Fire,FUL
129,BC,54.8078999999999,-126.1391,2023,6,8,2023-06-08,0.1,H,Fire,FUL
130,BC,49.6828999999999,-115.8488,2023,11,4,2023-11-04,0.009,H,Fire,FUL
131,BC,52.0024,-123.1614,2023,4,14,2023-04-14,16.3999999999999,H,Fire,FUL
132,BC,49.6614,-125.1581,2023,5,25,2023-05-25,0.009,H,Fire,FUL
133,BC,52.0351,-123.177,2023,4,27,2023-04-27,209.0,H,Fire,FUL
134,BC,54.1118,-126.7543,2023,5,6,2023-05-06,0.6,H,Fire,FUL
135,BC,53.8072999999999,-126.048199999999,2023,5,18,2023-05-18,0.5,H,Fire,FUL
136,BC,52.1803,-121.775099999999,2023,11,1,2023-11-01,0.8,H,Fire,FUL
137,BC,49.6019999999999,-115.664199999999,2023,4,30,2023-04-30,0.2,H,Fire,FUL
138,BC,50.6148999999999,-120.1836,2023,3,27,2023-03-27,0.21,H,Fire,FUL
139,BC,52.1086999999999,-119.290499999999,2023,12,4,2023-12-04,0.009,H,Fire,FUL
140,BC,57.8391,-131.3907,2023,5,14,2023-05-14,0.1,H,Fire,MOD
141,BC,52.0332,-123.1865,2023,4,10,2023-04-10,10.4,H,Fire, 
142,BC,54.0566,-125.763499999999,2023,8,8,2023-08-08,1.1,H,Fire,FUL
143,BC,54.0024,-125.742,2023,5,4,2023-05-04,0.6,H,Fire,FUL
144,BC,53.9964999999999,-123.8192,2023,3,27,2023-03-27,0.2,H,Fire,FUL
145,BC,53.7002999999999,-125.7428,2023,5,16,2023-05-16,17.0,H,Fire,FUL
146,BC,49.7772,-119.4555,2023,6,3,2023-06-03,0.009,H,Fire,FUL
147,BC,53.9189999999999,-122.9376,2023,10,8,2023-10-08,0.009,H,Fire,FUL
148,BC,49.4183,-115.789,2023,7,29,2023-07-29,0.009,H,Fire,FUL
149,BC,53.9444,-124.114,2023,6,12,2023-06-12,0.009,H,Fire,FUL
150,BC,54.6304999999999,-124.6567,2023,4,29,2023-04-29,0.2,H,Fire,FUL
151,BC,54.5322999999999,-128.505599999999,2023,6,27,2023-06-27,0.03,H,Fire,FUL
152,BC,53.8898,-124.0133,2023,4,26,2023-04-26,0.41,H,Fire,FUL
153,BC,49.0861999999999,-121.678299999999,2023,5,15,2023-05-15,1.0,H,Fire,FUL
154,BC,53.0210999999999,-122.0597,2023,4,26,2023-04-26,0.009,H,Fire,MOD
155,BC,55.9928,-120.6102,2023,4,29,2023-04-29,4.0,H,Fire,FUL
156,BC,49.5581,-115.7104,2023,6,3,2023-06-03,0.045,H,Fire,FUL
157,BC,50.0611,-123.3297,2023,5,13,2023-05-13,38.0,H,Fire,FUL
158,BC,50.5127999999999,-118.9957,2023,8,3,2023-08-03,1.0,H,Fire,FUL
159,BC,50.712,-120.3403,2023,6,5,2023-06-05,3.4,H,Fire,FUL
160,BC,49.0138,-124.2248,2023,5,15,2023-05-15,0.1,H,Fire,FUL
161,BC,55.4941,-120.9821,2023,11,3,2023-11-03,0.2,H,Fire,MON
162,BC,50.4838999999999,-120.6084,2023,11,15,2023-11-15,0.08,H,Fire,FUL
163,BC,53.7618,-122.7132,2023,5,2,2023-05-02,2.0,H,Fire,FUL
164,BC,50.1912999999999,-116.0488,2023,8,11,2023-08-11,0.01,H,Fire,FUL
165,BC,51.3858999999999,-121.1816,2023,8,18,2023-08-18,0.28,H,Fire,FUL
166,BC,50.8081,-119.75,2023,7,1,2023-07-01,0.15,H,Fire,FUL
167,BC,55.6905,-121.4383,2023,9,1,2023-09-01,0.41,H,Fire,FUL
168,BC,50.5627,-119.0361,2023,8,18,2023-08-18,0.009,H,Fire,FUL
169,BC,55.0403,-128.2801,2023,8,15,2023-08-15,0.009,N,Fire,FUL
170,BC,50.7907999999999,-120.7346,2023,8,14,2023-08-14,0.009,H,Fire,FUL
171,BC,49.1811999999999,-125.394499999999,2023,6,8,2023-06-08,0.009,H,Fire,FUL
172,BC,50.7668,-120.9684,2023,8,22,2023-08-22,0.0,H,Fire,FUL
173,BC,53.9221,-124.1533,2023,5,4,2023-05-04,0.3,H,Fire,FUL
174,BC,51.9253,-122.522099999999,2023,4,23,2023-04-23,10.0,H,Fire,FUL
175,BC,53.4307999999999,-122.8195,2023,9,3,2023-09-03,0.1,H,Fire,FUL
176,BC,50.4463999999999,-126.202,2023,5,15,2023-05-15,3.84,H,Fire,FUL
177,BC,50.2822,-125.7337,2023,6,15,2023-06-15,0.01,H,Fire,FUL
178,BC,50.2937,-125.936,2023,6,24,2023-06-24,0.9,H,Fire,FUL
179,BC,52.4654,-125.2659,2023,4,29,2023-04-29,0.1,H,Fire,FUL
180,BC,49.2706,-124.7774,2023,5,21,2023-05-21,0.009,H,Fire,FUL
181,BC,52.0863,-123.3633,2023,7,5,2023-07-05,0.1,H,Fire,MOD
182,BC,49.2378,-124.7916,2023,7,15,2023-07-15,0.99,H,Fire,FUL
183,BC,56.3742999999999,-121.2339,2023,4,16,2023-04-16,12.0,H,Fire,FUL
184,BC,49.527,-123.8999,2023,1,22,2023-01-22,0.009,H,Fire,FUL
185,BC,49.8629,-124.382099999999,2023,8,6,2023-08-06,0.55,H,Fire,FUL
186,BC,49.2605,-124.7686,2023,5,23,2023-05-23,0.009,H,Fire,FUL
187,BC,52.2212,-122.0139,2023,4,30,2023-04-30,0.009,H,Fire,MOD
188,BC,53.9515999999999,-124.3194,2023,8,8,2023-08-08,0.2,H,Fire,FUL
189,BC,49.2505999999999,-124.8652,2023,8,9,2023-08-09,0.009,H,Fire,FUL
190,BC,49.2608999999999,-124.768199999999,2023,6,26,2023-06-26,0.009,H,Fire,FUL
191,BC,52.4564999999999,-125.4258,2023,5,17,2023-05-17,145.0,H,Fire,FUL
192,BC,49.8459999999999,-124.3743,2023,5,31,2023-05-31,1.01,H,Fire,FUL
193,BC,53.2884,-120.0705,2023,5,4,2023-05-04,1100.0,H,Fire,FUL
194,BC,53.0882,-124.4962,2023,4,28,2023-04-28,2.05,H,Fire,FUL
195,BC,52.4802,-122.2988,2023,11,16,2023-11-16,0.009,H,Fire,MON
196,BC,55.7149,-121.5065,2023,4,10,2023-04-10,1.09,H,Fire,FUL
197,BC,53.8509,-125.8502,2023,7,3,2023-07-03,0.009,H,Fire,MOD
198,BC,56.4425999999999,-121.5235,2023,5,6,2023-05-06,19.1,H,Fire,FUL
199,BC,50.7802,-119.732,2023,4,14,2023-04-14,11.5,H,Fire,FUL
200,BC,51.9395999999999,-123.0947,2023,4,8,2023-04-08,3.8,H,Fire,FUL
201,BC,54.0747,-122.7214,2023,7,31,2023-07-31,0.2,H,Fire,MON
202,BC,52.3845999999999,-125.034899999999,2023,7,12,2023-07-12,0.3,H,Fire,MOD
203,BC,54.1105,-122.194599999999,2023,8,6,2023-08-06,0.2,H,Fire,FUL
204,BC,50.6651999999999,-119.862399999999,2023,6,15,2023-06-15,0.009,H,Fire,FUL
205,BC,52.1028,-122.006,2023,8,8,2023-08-08,0.6,H,Fire,FUL
206,BC,52.2548,-120.8352,2023,6,8,2023-06-08,226.0,H,Fire,FUL
207,BC,50.4868999999999,-120.5484,2023,8,3,2023-08-03,0.009,H,Fire,FUL
208,BC,54.5262,-128.7136,2023,6,2,2023-06-02,0.2,H,Fire,FUL
209,BC,49.0992999999999,-117.730099999999,2023,8,13,2023-08-13,1.3,H,Fire,FUL
210,BC,52.8596999999999,-118.5604,2023,6,2,2023-06-02,0.5,H,Fire,FUL
211,BC,56.5328,-121.7593,2023,6,4,2023-06-04,0.009,H,Fire,FUL
212,BC,49.6242999999999,-121.3939,2023,8,1,2023-08-01,0.1,H,Fire,FUL
213,BC,54.4478999999999,-128.592199999999,2023,6,8,2023-06-08,0.1,H,Fire,FUL
214,BC,52.0743999999999,-121.3344,2023,10,16,2023-10-16,1.64,H,Fire,MOD
215,BC,51.7025999999999,-116.6955,2023,6,10,2023-06-10,8.0,H,Fire,FUL
216,BC,53.7464,-120.3972,2023,10,24,2023-10-24,0.2,H,Fire,MON
217,BC,51.7721999999999,-121.0039,2023,4,4,2023-04-04,0.009,H,Fire,MOD
218,BC,49.4566,-119.6083,2023,4,4,2023-04-04,0.5,H,Fire,FUL
219,BC,52.0809,-121.3165,2023,10,16,2023-10-16,0.27,H,Fire,MOD
220,BC,49.8001999999999,-123.102099999999,2023,5,16,2023-05-16,0.1,H,Fire,FUL
221,BC,50.8678,-119.9681,2023,5,19,2023-05-19,0.8,H,Fire,FUL
222,BC,49.8286999999999,-124.1282,2023,4,19,2023-04-19,1.2,H,Fire,FUL
223,BC,49.8325999999999,-124.106399999999,2023,4,19,2023-04-19,1.36,U,Fire,FUL
224,BC,50.8684999999999,-119.962599999999,2023,4,27,2023-04-27,2.3,H,Fire,FUL
225,BC,54.7038999999999,-126.7842,2023,10,18,2023-10-18,0.1,H,Fire,MOD
226,BC,56.6916,-121.7628,2023,9,20,2023-09-20,0.1,H,Fire,FUL
227,BC,54.5855,-126.877799999999,2023,5,21,2023-05-21,1.5,H,Fire,FUL
228,BC,50.0054999999999,-123.1327,2023,9,10,2023-09-10,0.02,H,Fire,FUL
229,BC,51.8171,-121.2527,2023,7,19,2023-07-19,0.23,H,Fire,FUL
230,BC,48.8928,-123.4216,2023,6,3,2023-06-03,0.02,H,Fire,FUL
231,BC,54.0101,-125.0337,2023,5,18,2023-05-18,0.01,H,Fire,FUL
232,BC,49.9560999999999,-115.6593,2023,5,4,2023-05-04,0.1,H,Fire,FUL
233,BC,51.8310999999999,-121.4609,2023,9,25,2023-09-25,0.009,H,Fire,FUL
234,BC,50.0869,-116.882099999999,2023,8,18,2023-08-18,0.009,H,Fire,FUL
235,BC,50.4600999999999,-119.3786,2023,5,31,2023-05-31,4.27,H,Fire,FUL
236,BC,54.1475,-125.727999999999,2023,4,26,2023-04-26,0.6,H,Fire,FUL
237,BC,49.895,-123.2745,2023,6,17,2023-06-17,0.009,H,Fire,MOD
238,BC,52.4427,-126.3352,2023,8,30,2023-08-30,0.009,H,Fire,FUL
239,BC,51.7646,-121.38,2023,5,16,2023-05-16,0.2,H,Fire,FUL
240,BC,50.3162999999999,-118.8027,2023,7,10,2023-07-10,0.3,H,Fire,FUL
241,BC,54.298,-125.8385,2023,9,15,2023-09-15,0.04,H,Fire,FUL
242,BC,56.5518,-121.7542,2023,9,1,2023-09-01,0.64,H,Fire,FUL
243,BC,49.3374999999999,-122.8883,2023,5,14,2023-05-14,0.4,H,Fire,FUL
244,BC,49.1833999999999,-119.5598,2023,9,11,2023-09-11,4.5,H,Fire,FUL
245,BC,51.4499,-117.0978,2023,8,16,2023-08-16,0.3,H,Fire,FUL
246,BC,53.8157,-125.8965,2023,7,1,2023-07-01,0.009,H,Fire,FUL
247,BC,54.0037999999999,-124.441999999999,2023,5,26,2023-05-26,0.009,H,Fire,FUL
248,BC,53.4729999999999,-120.3952,2023,5,10,2023-05-10,0.009,H,Fire,FUL
249,BC,49.8461,-124.429,2023,6,1,2023-06-01,0.03,H,Fire,FUL
250,BC,54.6565,-124.7423,2023,5,13,2023-05-13,1.2,H,Fire,FUL
251,BC,49.8096,-124.3128,2023,6,3,2023-06-03,0.001,H,Fire,FUL
252,BC,54.0767,-124.0076,2023,8,9,2023-08-09,0.009,H,Fire,FUL
253,BC,49.2580999999999,-124.774199999999,2023,6,26,2023-06-26,0.009,H,Fire,FUL
254,BC,56.5784,-120.6898,2023,4,21,2023-04-21,1.6,H,Fire,FUL
255,BC,49.359,-125.1033,2023,5,10,2023-05-10,0.36,H,Fire,FUL
256,BC,49.2590999999999,-124.770799999999,2023,6,26,2023-06-26,0.13,H,Fire,FUL
257,BC,51.9234,-123.1186,2023,6,16,2023-06-16,0.009,H,Fire,FUL
258,BC,51.941,-123.103399999999,2023,3,29,2023-03-29,0.009,U,Fire,FUL
259,BC,54.886,-126.215999999999,2023,10,2,2023-10-02,0.009,H,Fire,FUL
260,BC,49.0747,-121.7547,2023,5,14,2023-05-14,0.009,H,Fire,FUL
261,BC,49.9962999999999,-124.7593,2023,10,7,2023-10-07,1.5,H,Fire,FUL
262,BC,55.0501,-126.3853,2023,8,25,2023-08-25,1.65,H,Fire,FUL
263,BC,49.4739999999999,-117.2805,2023,9,18,2023-09-18,0.3,H,Fire,FUL
264,BC,56.5071999999999,-121.956999999999,2023,4,14,2023-04-14,62.0,H,Fire,FUL
265,BC,56.3875999999999,-121.2306,2023,4,16,2023-04-16,0.2,H,Fire,FUL
266,BC,58.7385,-122.6054,2023,6,21,2023-06-21,0.491,H,Fire,FUL
267,BC,52.6056,-121.4883,2023,10,23,2023-10-23,0.009,H,Fire,FUL
268,BC,50.6516999999999,-120.3411,2023,4,27,2023-04-27,0.2,H,Fire,MON
269,BC,56.5125,-121.964299999999,2023,5,1,2023-05-01,4.0,H,Fire,FUL
270,BC,50.6555,-119.9423,2023,3,26,2023-03-26,2.72,H,Fire,FUL
271,BC,56.2821,-120.709599999999,2023,4,28,2023-04-28,2.0,H,Fire,FUL
272,BC,49.3549,-125.087599999999,2023,4,1,2023-04-01,2.5,H,Fire,FUL
273,BC,56.2967,-121.1067,2023,4,16,2023-04-16,2.0,H,Fire,FUL
274,BC,51.9198,-123.080699999999,2023,9,15,2023-09-15,0.009,H,Fire,FUL
275,BC,55.4641,-128.230099999999,2023,5,7,2023-05-07,0.48,H,Fire,FUL
276,BC,55.264,-127.624399999999,2023,5,5,2023-05-05,0.2,H,Fire,FUL
277,BC,49.3733999999999,-121.4436,2023,6,9,2023-06-09,0.06,H,Fire,FUL
278,BC,50.3401,-125.8891,2023,7,3,2023-07-03,2.0,H,Fire,FUL
279,BC,53.3399,-120.3032,2023,8,10,2023-08-10,0.009,H,Fire,FUL
280,BC,49.5153,-119.5691,2023,4,14,2023-04-14,0.5,H,Fire,FUL
281,BC,56.0854,-121.9667,2023,5,19,2023-05-19,4.0,H,Fire,FUL
282,BC,56.5279,-121.8935,2023,4,19,2023-04-19,0.866,H,Fire,FUL
283,BC,56.5039999999999,-122.0215,2023,4,28,2023-04-28,50.0,H,Fire,MON
284,BC,54.5176,-128.5642,2023,7,4,2023-07-04,0.3,H,Fire,FUL
285,BC,49.2605,-124.7853,2023,9,17,2023-09-17,0.3,H,Fire,FUL
286,BC,50.2028,-125.7693,2023,6,15,2023-06-15,0.002,H,Fire,FUL
287,BC,52.4651,-125.3142,2023,5,3,2023-05-03,0.4,H,Fire,FUL
288,BC,52.4598,-125.3096,2023,5,3,2023-05-03,0.09,U,Fire,FUL
289,BC,50.8402,-118.5371,2023,5,5,2023-05-05,11.0,H,Fire,FUL
290,BC,49.7015999999999,-123.0116,2023,7,22,2023-07-22,0.05,H,Fire,FUL
291,BC,49.5480999999999,-123.2502,2023,6,27,2023-06-27,0.009,H,Fire,FUL
292,BC,50.0715999999999,-123.3368,2023,6,30,2023-06-30,0.009,H,Fire,FUL
293,BC,50.5491,-120.1279,2023,7,1,2023-07-01,0.2,H,Fire,FUL
294,BC,49.07,-121.721,2023,5,27,2023-05-27,0.009,H,Fire,FUL
295,BC,55.7567999999999,-121.18,2023,7,15,2023-07-15,0.21,N,Fire,FUL
296,BC,54.564,-127.7354,2023,8,25,2023-08-25,0.009,H,Fire,FUL
297,BC,50.161,-122.9081,2023,9,5,2023-09-05,0.009,H,Fire,FUL
298,BC,54.4774,-128.291,2023,6,2,2023-06-02,0.009,H,Fire,FUL
299,BC,49.3282999999999,-121.2784,2023,4,15,2023-04-15,0.009,H,Fire,FUL
300,BC,49.2047999999999,-124.880799999999,2023,8,28,2023-08-28,0.009,H,Fire,FUL
301,BC,49.5938,-126.629,2023,5,27,2023-05-27,0.009,H,Fire,FUL
302,BC,50.1056,-123.0378,2023,10,14,2023-10-14,0.009,H,Fire,FUL
303,BC,58.7338,-122.6259,2023,9,23,2023-09-23,0.009,H,Fire,FUL
304,BC,49.3538,-122.6132,2023,7,14,2023-07-14,0.5,H,Fire,FUL
305,BC,48.5962,-123.5394,2023,9,17,2023-09-17,0.009,H,Fire,FUL
